selection file, result

1

[19940926, 19941126.0, 1.0, 1.0, 1.0, 1.0]
[19940919, 19941016.0, 0.0, 1.0, 0.0, 0.0]
[19940919, 19941104.0, 1.0, 0.0, 1.0, 1.0]
[19940919, 19941030.0, 1.0, 0.0, 0.0, 1.0]
[19940919, 19941016.0, 1.0, 0.0, 0.0, 0.0]
[19940919, 19941027.0, 1.0, 0.0, 1.0, 0.0]
[19940919, 19941110.0, 1.0, 1.0, 0.0, 1.0]
[19940919, 19941102.0, 1.0, 1.0, 0.0, 0.0]
[19940919, 19941108.0, 1.0, 1.0, 1.0, 0.0]
[19940917, 19941112.0, 1.0, 1.0, 1.0, 1.0]
[19940918, 19941025.0, 0.0, 0.0, 1.0, 1.0]
[19940918, 19941012.0, 0.0, 0.0, 0.0, 1.0]
[19940918, 19940908.0, 0.0, 0.0, 0.0, 0.0]
[19940918, 19941009.0, 0.0, 0.0, 1.0, 0.0]
[19940918, 19941029.0, 0.0, 1.0, 0.0, 1.0]
[19940918, 19941014.0, 0.0, 1.0, 0.0, 0.0]
[19940918, 19941029.0, 0.0, 1.0, 1.0, 0.0]
[19940918, 19941014.0, 1.0, 0.0, 0.0, 0.0]
[19940918, 19941026.0, 1.0, 0.0, 1.0, 0.0]
[19940918, 19941031.0, 1.0, 1.0, 0.0, 0.0]
[19940918, 19941106.0, 1.0, 1.0, 1.0, 0.0]
[19940917, 19941104.0, 0.0, 1.0, 1.0, 1.0]
[19940917, 19941023.0, 0.0, 0.0, 1.0, 1.0]
[19940917, 19940907.0, 0.0, 0.0, 0.0, 0.0]
[19940917, 19941006.0, 0.0, 0.0, 1.0, 0.0]
[19940917, 19941028.0, 0.0, 1.0, 1.0, 0.0]
[19940917, 19941103.0, 1.0, 0.0, 1.0, 1.0]
[19940917, 19941027.0, 1.0, 0.0, 0.0, 1.0]
[19940917, 19941013.0, 1.0, 0.0, 0.0, 0.0]
[19940917, 19941024.0, 1.0, 0.0, 1.0, 0.0]
[19940917, 19941107.0, 1.0, 1.0, 0.0, 1.0]
[19940917, 19941030.0, 1.0, 1.0, 0.0, 0.0]
[19940917, 19941105.0, 1.0, 1.0, 1.0, 0.0]
[19940916, 19941110.0, 1.0, 1.0, 1.0, 1.0]
[19940916, 19941020.0, 0.0, 0.0, 1.0, 1.0]
[19940916, 19941010.0, 0.0, 0.0, 0.0, 1.0]
[19940916, 19940906.0, 0.0, 0.0, 0.0, 0.0]
[19940916, 19941003.0, 0.0, 0.0, 1.0, 0.0]
[19940916, 19941027.0, 0.0, 1.0, 0.0, 1.0]
[19940916, 19941013.0, 0.0, 1.0, 0.0, 0.0]
[19940916, 19941027.0, 0.0, 1.0, 1.0, 0.0]
[19940916, 19941101.0, 1.0, 0.0, 1.0, 1.0]
[19940916, 19941025.0, 1.0, 0.0, 0.0, 1.0]
[19940916, 19941011.0, 1.0, 0.0, 0.0, 0.0]
[19940916, 19941020.0, 1.0, 0.0, 1.0, 0.0]
[19940916, 19941029.0, 1.0, 1.0, 0.0, 0.0]
[19940915, 19941109.0, 1.0, 1.0, 1.0, 1.0]
[19940915, 19941103.0, 0.0, 1.0, 1.0, 1.0]
[19940915, 19941019.0, 0.0, 0.0, 1.0, 1.0]
[19940915, 19941009.0, 0.0, 0.0, 0.0, 1.0]
[19940915, 19940904.0, 0.0, 0.0, 0.0, 0.0]
[19940915, 19940930.0, 0.0, 0.0, 1.0, 0.0]
[19940915, 19941026.0, 0.0, 1.0, 0.0, 1.0]
[19940915, 19941012.0, 0.0, 1.0, 0.0, 0.0]
[19940915, 19941026.0, 0.0, 1.0, 1.0, 0.0]
[19940915, 19941031.0, 1.0, 0.0, 1.0, 1.0]
[19940915, 19941023.0, 1.0, 0.0, 0.0, 1.0]
[19940915, 19941010.0, 1.0, 0.0, 0.0, 0.0]
[19940915, 19941019.0, 1.0, 0.0, 1.0, 0.0]
[19940915, 19941105.0, 1.0, 1.0, 0.0, 1.0]
[19940915, 19941028.0, 1.0, 1.0, 0.0, 0.0]
[19940915, 19941103.0, 1.0, 1.0, 1.0, 0.0]
[19940914, 19941108.0, 1.0, 1.0, 1.0, 1.0]
[19940914, 19941102.0, 0.0, 1.0, 1.0, 1.0]
[19940914, 19941008.0, 0.0, 0.0, 0.0, 1.0]
[19940914, 19941025.0, 0.0, 1.0, 0.0, 1.0]
[19940914, 19941010.0, 0.0, 1.0, 0.0, 0.0]
[19940914, 19941027.0, 1.0, 1.0, 0.0, 0.0]
[19940913, 19941107.0, 1.0, 1.0, 1.0, 1.0]
[19940913, 19941101.0, 0.0, 1.0, 1.0, 1.0]
[19940913, 19941018.0, 0.0, 0.0, 1.0, 1.0]
[19940913, 19941007.0, 0.0, 0.0, 0.0, 1.0]
[19940913, 19940902.0, 0.0, 0.0, 0.0, 0.0]
[19940913, 19940928.0, 0.0, 0.0, 1.0, 0.0]
[19940913, 19941024.0, 0.0, 1.0, 0.0, 1.0]
[19940913, 19941009.0, 0.0, 1.0, 0.0, 0.0]
[19940913, 19941024.0, 0.0, 1.0, 1.0, 0.0]
[19940913, 19941030.0, 1.0, 0.0, 1.0, 1.0]
[19940913, 19941020.0, 1.0, 0.0, 0.0, 1.0]
[19940913, 19941008.0, 1.0, 0.0, 0.0, 0.0]
[19940913, 19941018.0, 1.0, 0.0, 1.0, 0.0]
[19940913, 19941103.0, 1.0, 1.0, 0.0, 1.0]
[19940913, 19941025.0, 1.0, 1.0, 0.0, 0.0]
[19940913, 19941102.0, 1.0, 1.0, 1.0, 0.0]
[19940912, 19941104.0, 1.0, 1.0, 1.0, 1.0]
[19940912, 19941030.0, 0.0, 1.0, 1.0, 1.0]
[19940912, 19941016.0, 0.0, 0.0, 1.0, 1.0]
[19940912, 19941004.0, 0.0, 0.0, 0.0, 1.0]
[19940912, 19940830.0, 0.0, 0.0, 0.0, 0.0]
[19940912, 19940927.0, 0.0, 0.0, 1.0, 0.0]
[19940912, 19941022.0, 0.0, 1.0, 0.0, 1.0]
[19940912, 19941008.0, 0.0, 1.0, 0.0, 0.0]
[19940912, 19941021.0, 0.0, 1.0, 1.0, 0.0]
[19940912, 19941026.0, 1.0, 0.0, 1.0, 1.0]
[19940912, 19941017.0, 1.0, 0.0, 0.0, 1.0]
[19940912, 19941005.0, 1.0, 0.0, 0.0, 0.0]
[19940912, 19941016.0, 1.0, 0.0, 1.0, 0.0]
[19940912, 19941101.0, 1.0, 1.0, 0.0, 1.0]
[19940912, 19941024.0, 1.0, 1.0, 0.0, 0.0]
[19940912, 19941031.0, 1.0, 1.0, 1.0, 0.0]
[19940910, 19941103.0, 1.0, 1.0, 1.0, 1.0]
[19940911, 19941028.0, 0.0, 1.0, 1.0, 1.0]
[19940911, 19941019.0, 0.0, 1.0, 0.0, 1.0]
[19940911, 19941018.0, 0.0, 1.0, 1.0, 0.0]
[19940911, 19941030.0, 1.0, 1.0, 0.0, 1.0]
[19940910, 19941027.0, 0.0, 1.0, 1.0, 1.0]
[19940910, 19941013.0, 0.0, 0.0, 1.0, 1.0]
[19940910, 19941018.0, 0.0, 1.0, 0.0, 1.0]
[19940910, 19941005.0, 0.0, 1.0, 0.0, 0.0]
[19940910, 19941017.0, 0.0, 1.0, 1.0, 0.0]
[19940910, 19941029.0, 1.0, 1.0, 0.0, 1.0]
[19940910, 19941020.0, 1.0, 1.0, 0.0, 0.0]
[19940910, 19941029.0, 1.0, 1.0, 1.0, 0.0]
[19940909, 19941101.0, 1.0, 1.0, 1.0, 1.0]
[19940909, 19941026.0, 0.0, 1.0, 1.0, 1.0]
[19940909, 19941016.0, 0.0, 1.0, 0.0, 1.0]
[19940909, 19941002.0, 0.0, 1.0, 0.0, 0.0]
[19940909, 19941016.0, 0.0, 1.0, 1.0, 0.0]
[19940909, 19941028.0, 1.0, 1.0, 0.0, 1.0]
[19940909, 19941018.0, 1.0, 1.0, 0.0, 0.0]
[19940909, 19941027.0, 1.0, 1.0, 1.0, 0.0]
[19940908, 19941031.0, 1.0, 1.0, 1.0, 1.0]
[19940908, 19941023.0, 0.0, 1.0, 1.0, 1.0]
[19940908, 19941012.0, 0.0, 0.0, 1.0, 1.0]
[19940908, 19940930.0, 0.0, 0.0, 0.0, 1.0]
[19940908, 19940829.0, 0.0, 0.0, 0.0, 0.0]
[19940908, 19940925.0, 0.0, 0.0, 1.0, 0.0]
[19940908, 19941015.0, 0.0, 1.0, 0.0, 1.0]
[19940908, 19941001.0, 0.0, 1.0, 0.0, 0.0]
[19940908, 19941014.0, 0.0, 1.0, 1.0, 0.0]
[19940908, 19941023.0, 1.0, 0.0, 1.0, 1.0]
[19940908, 19941016.0, 1.0, 0.0, 0.0, 1.0]
[19940908, 19941003.0, 1.0, 0.0, 0.0, 0.0]
[19940908, 19941015.0, 1.0, 0.0, 1.0, 0.0]
[19940908, 19941027.0, 1.0, 1.0, 0.0, 1.0]
[19940908, 19941016.0, 1.0, 1.0, 0.0, 0.0]
[19940908, 19941026.0, 1.0, 1.0, 1.0, 0.0]
[19940907, 19941030.0, 1.0, 1.0, 1.0, 1.0]
[19940907, 19941022.0, 0.0, 1.0, 1.0, 1.0]
[19940907, 19941014.0, 1.0, 0.0, 0.0, 1.0]
[19940907, 19940930.0, 1.0, 0.0, 0.0, 0.0]
[19940907, 19941013.0, 1.0, 0.0, 1.0, 0.0]
[19940907, 19941023.0, 1.0, 1.0, 0.0, 1.0]
[19940907, 19941015.0, 1.0, 1.0, 0.0, 0.0]
[19940907, 19941024.0, 1.0, 1.0, 1.0, 0.0]
[19940905, 19941029.0, 1.0, 1.0, 1.0, 1.0]
[19940906, 19941011.0, 0.0, 0.0, 1.0, 1.0]
[19940906, 19940927.0, 0.0, 0.0, 0.0, 1.0]
[19940906, 19941013.0, 0.0, 1.0, 0.0, 1.0]
[19940906, 19941020.0, 1.0, 0.0, 1.0, 1.0]
[19940906, 19940929.0, 1.0, 0.0, 0.0, 0.0]
[19940906, 19941012.0, 1.0, 0.0, 1.0, 0.0]
[19940906, 19941022.0, 1.0, 1.0, 0.0, 1.0]
[19940906, 19941014.0, 1.0, 1.0, 0.0, 0.0]
[19940906, 19941023.0, 1.0, 1.0, 1.0, 0.0]
[19940905, 19941021.0, 0.0, 1.0, 1.0, 1.0]
[19940905, 19940826.0, 0.0, 0.0, 0.0, 0.0]
[19940905, 19940923.0, 0.0, 0.0, 1.0, 0.0]
[19940905, 19940928.0, 0.0, 1.0, 0.0, 0.0]
[19940905, 19941012.0, 0.0, 1.0, 1.0, 0.0]
[19940905, 19941019.0, 1.0, 0.0, 1.0, 1.0]
[19940905, 19941012.0, 1.0, 0.0, 0.0, 1.0]
[19940905, 19940927.0, 1.0, 0.0, 0.0, 0.0]
[19940905, 19941011.0, 1.0, 0.0, 1.0, 0.0]
[19940905, 19941020.0, 1.0, 1.0, 0.0, 1.0]
[19940905, 19941013.0, 1.0, 1.0, 0.0, 0.0]
[19940905, 19941022.0, 1.0, 1.0, 1.0, 0.0]
[19940903, 19941027.0, 1.0, 1.0, 1.0, 1.0]
[19940904, 19941020.0, 0.0, 1.0, 1.0, 1.0]
[19940904, 19941010.0, 0.0, 0.0, 1.0, 1.0]
[19940904, 19940925.0, 0.0, 0.0, 0.0, 1.0]
[19940904, 19941012.0, 0.0, 1.0, 0.0, 1.0]
[19940904, 19941011.0, 1.0, 0.0, 0.0, 1.0]
[19940904, 19941019.0, 1.0, 1.0, 0.0, 1.0]
[19940903, 19941019.0, 0.0, 1.0, 1.0, 1.0]
[19940903, 19941009.0, 0.0, 0.0, 1.0, 1.0]
[19940903, 19940922.0, 0.0, 0.0, 1.0, 0.0]
[19940903, 19941011.0, 0.0, 1.0, 1.0, 0.0]
[19940903, 19941018.0, 1.0, 0.0, 1.0, 1.0]
[19940903, 19941010.0, 1.0, 0.0, 1.0, 0.0]
[19940903, 19941020.0, 1.0, 1.0, 1.0, 0.0]
[19940901, 19941026.0, 1.0, 1.0, 1.0, 1.0]
[19940902, 19941008.0, 0.0, 0.0, 1.0, 1.0]
[19940902, 19940924.0, 0.0, 0.0, 0.0, 1.0]
[19940902, 19940824.0, 0.0, 0.0, 0.0, 0.0]
[19940902, 19940919.0, 0.0, 0.0, 1.0, 0.0]
[19940902, 19941011.0, 0.0, 1.0, 0.0, 1.0]
[19940902, 19940927.0, 0.0, 1.0, 0.0, 0.0]
[19940902, 19941009.0, 0.0, 1.0, 1.0, 0.0]
[19940902, 19941017.0, 1.0, 0.0, 1.0, 1.0]
[19940902, 19940926.0, 1.0, 0.0, 0.0, 0.0]
[19940902, 19941019.0, 1.0, 1.0, 1.0, 0.0]
[19940901, 19941010.0, 1.0, 0.0, 0.0, 1.0]
[19940901, 19940925.0, 1.0, 0.0, 0.0, 0.0]
[19940830, 19941024.0, 1.0, 1.0, 1.0, 1.0]
[19940830, 19941018.0, 0.0, 1.0, 1.0, 1.0]
[19940830, 19941007.0, 0.0, 0.0, 1.0, 1.0]
[19940830, 19940923.0, 0.0, 0.0, 0.0, 1.0]
[19940830, 19940822.0, 0.0, 0.0, 0.0, 0.0]
[19940830, 19940918.0, 0.0, 0.0, 1.0, 0.0]
[19940830, 19941010.0, 0.0, 1.0, 0.0, 1.0]
[19940830, 19940925.0, 0.0, 1.0, 0.0, 0.0]
[19940830, 19941008.0, 0.0, 1.0, 1.0, 0.0]
[19940830, 19941009.0, 1.0, 0.0, 0.0, 1.0]
[19940830, 19940924.0, 1.0, 0.0, 0.0, 0.0]
[19940830, 19941008.0, 1.0, 0.0, 1.0, 0.0]
[19940830, 19941018.0, 1.0, 1.0, 0.0, 1.0]
[19940830, 19941011.0, 1.0, 1.0, 0.0, 0.0]
[19940830, 19941018.0, 1.0, 1.0, 1.0, 0.0]
[19940829, 19941023.0, 1.0, 1.0, 1.0, 1.0]
[19940829, 19941016.0, 0.0, 1.0, 1.0, 1.0]
[19940829, 19941006.0, 0.0, 0.0, 1.0, 1.0]
[19940829, 19940921.0, 0.0, 0.0, 0.0, 1.0]
[19940829, 19940820.0, 0.0, 0.0, 0.0, 0.0]
[19940829, 19940917.0, 0.0, 0.0, 1.0, 0.0]
[19940829, 19941008.0, 0.0, 1.0, 0.0, 1.0]
[19940829, 19940920.0, 0.0, 1.0, 0.0, 0.0]
[19940829, 19941005.0, 0.0, 1.0, 1.0, 0.0]
[19940829, 19941016.0, 1.0, 0.0, 1.0, 1.0]
[19940829, 19941008.0, 1.0, 0.0, 0.0, 1.0]
[19940829, 19940922.0, 1.0, 0.0, 0.0, 0.0]
[19940829, 19941007.0, 1.0, 0.0, 1.0, 0.0]
[19940829, 19941016.0, 1.0, 1.0, 0.0, 1.0]
[19940829, 19941009.0, 1.0, 1.0, 0.0, 0.0]
[19940829, 19941017.0, 1.0, 1.0, 1.0, 0.0]
[19940828, 19941020.0, 1.0, 1.0, 1.0, 1.0]
[19940828, 19941015.0, 0.0, 1.0, 1.0, 1.0]
[19940828, 19941003.0, 0.0, 0.0, 1.0, 1.0]
[19940828, 19940919.0, 0.0, 0.0, 0.0, 1.0]
[19940828, 19940819.0, 0.0, 0.0, 0.0, 0.0]
[19940828, 19940916.0, 0.0, 0.0, 1.0, 0.0]
[19940828, 19941005.0, 0.0, 1.0, 0.0, 1.0]
[19940828, 19940919.0, 0.0, 1.0, 0.0, 0.0]
[19940828, 19941003.0, 0.0, 1.0, 1.0, 0.0]
[19940828, 19941013.0, 1.0, 0.0, 1.0, 1.0]
[19940828, 19941006.0, 1.0, 0.0, 0.0, 1.0]
[19940828, 19940920.0, 1.0, 0.0, 0.0, 0.0]
[19940828, 19941003.0, 1.0, 0.0, 1.0, 0.0]
[19940828, 19941015.0, 1.0, 1.0, 0.0, 1.0]
[19940828, 19941006.0, 1.0, 1.0, 0.0, 0.0]
[19940828, 19941015.0, 1.0, 1.0, 1.0, 0.0]
[19940826, 19941019.0, 1.0, 1.0, 1.0, 1.0]
[19940826, 19941014.0, 0.0, 1.0, 1.0, 1.0]
[19940826, 19941002.0, 0.0, 0.0, 1.0, 1.0]
[19940826, 19940918.0, 0.0, 0.0, 0.0, 1.0]
[19940826, 19941004.0, 0.0, 1.0, 0.0, 1.0]
[19940826, 19940918.0, 0.0, 1.0, 0.0, 0.0]
[19940826, 19941002.0, 0.0, 1.0, 1.0, 0.0]
[19940826, 19941012.0, 1.0, 0.0, 1.0, 1.0]
[19940826, 19941004.0, 1.0, 0.0, 0.0, 1.0]
[19940826, 19940918.0, 1.0, 0.0, 0.0, 0.0]
[19940826, 19941002.0, 1.0, 0.0, 1.0, 0.0]
[19940826, 19941013.0, 1.0, 1.0, 0.0, 1.0]
[19940826, 19941005.0, 1.0, 1.0, 0.0, 0.0]
[19940826, 19941013.0, 1.0, 1.0, 1.0, 0.0]
[19940825, 19941018.0, 1.0, 1.0, 1.0, 1.0]
[19940825, 19941012.0, 0.0, 1.0, 1.0, 1.0]
[19940825, 19941010.0, 1.0, 0.0, 1.0, 1.0]
[19940825, 19941002.0, 1.0, 0.0, 0.0, 1.0]
[19940825, 19940930.0, 1.0, 0.0, 1.0, 0.0]
[19940825, 19941011.0, 1.0, 1.0, 0.0, 1.0]
[19940825, 19941012.0, 1.0, 1.0, 1.0, 0.0]
[19940824, 19941017.0, 1.0, 1.0, 1.0, 1.0]
[19940824, 19940930.0, 0.0, 0.0, 1.0, 1.0]
[19940824, 19940917.0, 0.0, 0.0, 0.0, 1.0]
[19940824, 19941009.0, 1.0, 0.0, 1.0, 1.0]
[19940824, 19941001.0, 1.0, 0.0, 0.0, 1.0]
[19940824, 19940916.0, 1.0, 0.0, 0.0, 0.0]
[19940824, 19940929.0, 1.0, 0.0, 1.0, 0.0]
[19940824, 19941010.0, 1.0, 1.0, 0.0, 1.0]
[19940824, 19941002.0, 1.0, 1.0, 0.0, 0.0]
[19940824, 19941010.0, 1.0, 1.0, 1.0, 0.0]
[19940822, 19941016.0, 1.0, 1.0, 1.0, 1.0]
[19940823, 19940816.0, 0.0, 0.0, 0.0, 0.0]
[19940822, 19941011.0, 0.0, 1.0, 1.0, 1.0]
[19940822, 19940929.0, 0.0, 0.0, 1.0, 1.0]
[19940822, 19940916.0, 0.0, 0.0, 0.0, 1.0]
[19940822, 19940914.0, 0.0, 0.0, 1.0, 0.0]
[19940822, 19941002.0, 0.0, 1.0, 0.0, 1.0]
[19940822, 19941001.0, 0.0, 1.0, 1.0, 0.0]
[19940822, 19941008.0, 1.0, 0.0, 1.0, 1.0]
[19940822, 19940930.0, 1.0, 0.0, 0.0, 1.0]
[19940822, 19940928.0, 1.0, 0.0, 1.0, 0.0]
[19940822, 19941001.0, 1.0, 1.0, 0.0, 0.0]
[19940820, 19941015.0, 1.0, 1.0, 1.0, 1.0]
[19940821, 19940915.0, 0.0, 0.0, 0.0, 1.0]
[19940821, 19940813.0, 0.0, 0.0, 0.0, 0.0]
[19940821, 19941001.0, 0.0, 1.0, 0.0, 1.0]
[19940821, 19940929.0, 1.0, 0.0, 0.0, 1.0]
[19940821, 19940914.0, 1.0, 0.0, 0.0, 0.0]
[19940820, 19941009.0, 0.0, 1.0, 1.0, 1.0]
[19940820, 19940927.0, 0.0, 0.0, 1.0, 1.0]
[19940820, 19940812.0, 0.0, 0.0, 0.0, 0.0]
[19940820, 19940913.0, 0.0, 0.0, 1.0, 0.0]
[19940820, 19940916.0, 0.0, 1.0, 0.0, 0.0]
[19940820, 19940929.0, 0.0, 1.0, 1.0, 0.0]
[19940820, 19941007.0, 1.0, 0.0, 1.0, 1.0]
[19940820, 19940913.0, 1.0, 0.0, 0.0, 0.0]
[19940820, 19940927.0, 1.0, 0.0, 1.0, 0.0]
[19940820, 19941009.0, 1.0, 1.0, 0.0, 1.0]
[19940820, 19941009.0, 1.0, 1.0, 1.0, 0.0]
[19940819, 19941014.0, 1.0, 1.0, 1.0, 1.0]
[19940819, 19941008.0, 0.0, 1.0, 1.0, 1.0]
[19940819, 19940925.0, 0.0, 0.0, 1.0, 1.0]
[19940819, 19940913.0, 0.0, 0.0, 0.0, 1.0]
[19940819, 19940929.0, 0.0, 1.0, 0.0, 1.0]
[19940819, 19940915.0, 0.0, 1.0, 0.0, 0.0]
[19940819, 19941006.0, 1.0, 0.0, 1.0, 1.0]
[19940819, 19940928.0, 1.0, 0.0, 0.0, 1.0]
[19940819, 19940912.0, 1.0, 0.0, 0.0, 0.0]
[19940819, 19941008.0, 1.0, 1.0, 0.0, 1.0]
[19940819, 19940930.0, 1.0, 1.0, 0.0, 0.0]
[19940817, 19941013.0, 1.0, 1.0, 1.0, 1.0]
[19940818, 19940914.0, 0.0, 1.0, 0.0, 0.0]
[19940818, 19940928.0, 0.0, 1.0, 1.0, 0.0]
[19940818, 19941005.0, 1.0, 0.0, 1.0, 1.0]
[19940818, 19940929.0, 1.0, 1.0, 0.0, 0.0]
[19940818, 19941008.0, 1.0, 1.0, 1.0, 0.0]
[19940817, 19941007.0, 0.0, 1.0, 1.0, 1.0]
[19940817, 19940912.0, 0.0, 0.0, 0.0, 1.0]
[19940817, 19940811.0, 0.0, 0.0, 0.0, 0.0]
[19940817, 19940928.0, 0.0, 1.0, 0.0, 1.0]
[19940817, 19940913.0, 0.0, 1.0, 0.0, 0.0]
[19940817, 19940927.0, 0.0, 1.0, 1.0, 0.0]
[19940817, 19940927.0, 1.0, 0.0, 0.0, 1.0]
[19940817, 19940911.0, 1.0, 0.0, 0.0, 0.0]
[19940817, 19941007.0, 1.0, 1.0, 0.0, 1.0]
[19940817, 19940928.0, 1.0, 1.0, 0.0, 0.0]
[19940817, 19941007.0, 1.0, 1.0, 1.0, 0.0]
[19940816, 19941012.0, 1.0, 1.0, 1.0, 1.0]
[19940816, 19941005.0, 0.0, 1.0, 1.0, 1.0]
[19940816, 19940911.0, 0.0, 0.0, 0.0, 1.0]
[19940816, 19940810.0, 0.0, 0.0, 0.0, 0.0]
[19940816, 19940911.0, 0.0, 0.0, 1.0, 0.0]
[19940816, 19940927.0, 0.0, 1.0, 0.0, 1.0]
[19940816, 19940912.0, 0.0, 1.0, 0.0, 0.0]
[19940816, 19940926.0, 0.0, 1.0, 1.0, 0.0]
[19940816, 19941004.0, 1.0, 0.0, 1.0, 1.0]
[19940816, 19940926.0, 1.0, 0.0, 0.0, 1.0]
[19940816, 19940910.0, 1.0, 0.0, 0.0, 0.0]
[19940816, 19940925.0, 1.0, 0.0, 1.0, 0.0]
[19940816, 19941006.0, 1.0, 1.0, 0.0, 1.0]
[19940816, 19940927.0, 1.0, 1.0, 0.0, 0.0]
[19940816, 19941005.0, 1.0, 1.0, 1.0, 0.0]
[19940814, 19941010.0, 1.0, 1.0, 1.0, 1.0]
[19940815, 19940910.0, 0.0, 0.0, 0.0, 1.0]
[19940815, 19940911.0, 0.0, 1.0, 0.0, 0.0]
[19940815, 19941003.0, 1.0, 0.0, 1.0, 1.0]
[19940815, 19940924.0, 1.0, 0.0, 1.0, 0.0]
[19940815, 19941004.0, 1.0, 1.0, 0.0, 1.0]
[19940815, 19941004.0, 1.0, 1.0, 1.0, 0.0]
